document_id,process_instance_id,policy_id,client_id,created_at,count_last_minute,content_type,size,anomaly_label
d00244,p0053,solicitud_credito,c0053,2026-04-23T11:10:00,15,image/png,1301142,1
d00245,p0053,solicitud_credito,c0053,2026-04-23T11:11:00,16,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1342379,1
d00246,p0053,solicitud_credito,c0053,2026-04-23T11:12:00,17,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,1383616,1
d00247,p0053,solicitud_credito,c0053,2026-04-23T11:13:00,18,application/pdf,1424853,1
d00248,p0053,solicitud_credito,c0053,2026-04-23T11:14:00,19,image/jpeg,1466090,1
d00249,p0053,solicitud_credito,c0053,2026-04-23T11:15:00,20,image/png,1507327,1
d00250,p0053,solicitud_credito,c0053,2026-04-23T11:16:00,20,application/vnd.openxmlformats-officedocument.wordprocessingml.document,98564,1
d00251,p0054,solicitud_credito,c0054,2026-04-24T12:04:00,1,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1071031,0
d00252,p0054,solicitud_credito,c0054,2026-04-24T12:05:00,2,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,1112268,0
d00253,p0054,solicitud_credito,c0054,2026-04-24T12:06:00,3,application/pdf,1153505,0
d00254,p0054,solicitud_credito,c0054,2026-04-24T12:07:00,4,image/jpeg,1194742,0
d00255,p0054,solicitud_credito,c0054,2026-04-24T12:08:00,5,image/png,1235979,0
d00256,p0055,reclamo_servicio,c0055,2026-04-25T09:04:00,1,image/png,1088342,0
d00257,p0055,reclamo_servicio,c0055,2026-04-25T09:05:00,2,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1129579,0
d00258,p0055,reclamo_servicio,c0055,2026-04-25T09:06:00,3,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,1170816,0
d00259,p0056,reclamo_servicio,c0056,2026-04-26T10:04:00,1,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,1105653,0
d00260,p0056,reclamo_servicio,c0056,2026-04-26T10:05:00,2,application/pdf,1146890,0
d00261,p0056,reclamo_servicio,c0056,2026-04-26T10:06:00,3,image/jpeg,1188127,0
d00262,p0056,reclamo_servicio,c0056,2026-04-26T10:07:00,4,image/png,1229364,0
d00263,p0057,reclamo_servicio,c0057,2026-04-27T11:04:00,1,image/jpeg,1122964,0
d00264,p0057,reclamo_servicio,c0057,2026-04-27T11:05:00,2,image/png,1164201,0
d00265,p0057,reclamo_servicio,c0057,2026-04-27T11:06:00,3,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1205438,0
d00266,p0057,reclamo_servicio,c0057,2026-04-27T11:07:00,4,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,1246675,0
d00267,p0057,reclamo_servicio,c0057,2026-04-27T11:08:00,5,application/pdf,1287912,0
d00268,p0058,reclamo_servicio,c0058,2026-04-28T12:04:00,1,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1140275,0
d00269,p0058,reclamo_servicio,c0058,2026-04-28T12:05:00,2,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,1181512,0
d00270,p0058,reclamo_servicio,c0058,2026-04-28T12:06:00,3,application/pdf,1222749,0
d00271,p0058,reclamo_servicio,c0058,2026-04-28T12:07:00,4,image/jpeg,1263986,0
d00272,p0058,reclamo_servicio,c0058,2026-04-28T12:08:00,5,image/png,1305223,0
d00273,p0058,reclamo_servicio,c0058,2026-04-28T12:09:00,6,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1346460,0
d00274,p0059,reclamo_servicio,c0059,2026-04-29T13:04:00,1,application/pdf,1157586,0
d00275,p0059,reclamo_servicio,c0059,2026-04-29T13:05:00,2,image/jpeg,1198823,0
d00276,p0060,reclamo_servicio,c0060,2026-04-30T14:04:00,1,image/png,1174897,0
d00277,p0060,reclamo_servicio,c0060,2026-04-30T14:05:00,2,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1216134,0
d00278,p0060,reclamo_servicio,c0060,2026-04-30T14:06:00,3,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,1257371,0
d00279,p0061,reclamo_servicio,c0061,2026-05-01T08:04:00,1,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,1192208,0
d00280,p0061,reclamo_servicio,c0061,2026-05-01T08:05:00,2,application/pdf,1233445,0
d00281,p0061,reclamo_servicio,c0061,2026-05-01T08:06:00,3,image/jpeg,1274682,0
d00282,p0061,reclamo_servicio,c0061,2026-05-01T08:07:00,4,image/png,1315919,0
d00283,p0062,reclamo_servicio,c0062,2026-05-02T09:04:00,1,image/jpeg,1209519,0
d00284,p0062,reclamo_servicio,c0062,2026-05-02T09:05:00,2,image/png,1250756,0
d00285,p0062,reclamo_servicio,c0062,2026-05-02T09:06:00,3,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1291993,0
d00286,p0062,reclamo_servicio,c0062,2026-05-02T09:07:00,4,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,1333230,0
d00287,p0062,reclamo_servicio,c0062,2026-05-02T09:08:00,5,application/pdf,1374467,0
d00288,p0063,reclamo_servicio,c0063,2026-05-03T10:04:00,1,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1226830,0
d00289,p0063,reclamo_servicio,c0063,2026-05-03T10:05:00,2,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,1268067,0
d00290,p0063,reclamo_servicio,c0063,2026-05-03T10:06:00,3,application/pdf,1309304,0
d00291,p0063,reclamo_servicio,c0063,2026-05-03T10:07:00,4,image/jpeg,1350541,0
d00292,p0063,reclamo_servicio,c0063,2026-05-03T10:08:00,5,image/png,1391778,0
d00293,p0063,reclamo_servicio,c0063,2026-05-03T10:09:00,6,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1433015,0
d00294,p0064,reclamo_servicio,c0064,2026-05-04T11:04:00,1,application/pdf,1244141,0
d00295,p0064,reclamo_servicio,c0064,2026-05-04T11:05:00,2,image/jpeg,1285378,0
d00296,p0065,reclamo_servicio,c0065,2026-05-05T12:04:00,1,image/png,1261452,0
d00297,p0065,reclamo_servicio,c0065,2026-05-05T12:05:00,2,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1302689,0
d00298,p0065,reclamo_servicio,c0065,2026-05-05T12:06:00,3,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,1343926,0
d00299,p0066,reclamo_servicio,c0066,2026-05-06T13:04:00,1,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,1278763,0
d00300,p0066,reclamo_servicio,c0066,2026-05-06T13:05:00,2,application/pdf,1320000,0
d00301,p0066,reclamo_servicio,c0066,2026-05-06T13:06:00,3,image/jpeg,1361237,0
d00302,p0066,reclamo_servicio,c0066,2026-05-06T13:07:00,4,image/png,1402474,0
d00303,p0067,reclamo_servicio,c0067,2026-05-07T14:04:00,1,image/jpeg,1296074,0
d00304,p0067,reclamo_servicio,c0067,2026-05-07T14:05:00,2,image/png,1337311,0
d00305,p0067,reclamo_servicio,c0067,2026-05-07T14:06:00,3,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1378548,0
d00306,p0067,reclamo_servicio,c0067,2026-05-07T14:07:00,4,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,1419785,0
d00307,p0067,reclamo_servicio,c0067,2026-05-07T14:08:00,5,application/pdf,1461022,0
d00308,p0068,reclamo_servicio,c0068,2026-05-08T08:04:00,1,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1313385,0
d00309,p0068,reclamo_servicio,c0068,2026-05-08T08:05:00,2,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,1354622,0
d00310,p0068,reclamo_servicio,c0068,2026-05-08T08:06:00,3,application/pdf,1395859,0
d00311,p0068,reclamo_servicio,c0068,2026-05-08T08:07:00,4,image/jpeg,1437096,0
d00312,p0068,reclamo_servicio,c0068,2026-05-08T08:08:00,5,image/png,1478333,0
d00313,p0068,reclamo_servicio,c0068,2026-05-08T08:09:00,6,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1519570,0
d00314,p0069,reclamo_servicio,c0069,2026-05-09T09:04:00,1,application/pdf,1330696,0
d00315,p0069,reclamo_servicio,c0069,2026-05-09T09:05:00,2,image/jpeg,1371933,0
d00316,p0070,reclamo_servicio,c0070,2026-05-10T10:04:00,1,image/png,1348007,0
d00317,p0070,reclamo_servicio,c0070,2026-05-10T10:05:00,2,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1389244,0
d00318,p0070,reclamo_servicio,c0070,2026-05-10T10:06:00,3,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,1430481,0
d00319,p0071,reclamo_servicio,c0071,2026-05-11T11:04:00,9,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,1365318,1
d00320,p0071,reclamo_servicio,c0071,2026-05-11T11:05:00,10,application/pdf,1406555,1
d00321,p0071,reclamo_servicio,c0071,2026-05-11T11:06:00,11,image/jpeg,1447792,1
d00322,p0071,reclamo_servicio,c0071,2026-05-11T11:07:00,12,image/png,1489029,1
d00323,p0071,reclamo_servicio,c0071,2026-05-11T11:08:00,13,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1530266,1
d00324,p0071,reclamo_servicio,c0071,2026-05-11T11:09:00,14,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,121503,1
d00325,p0071,reclamo_servicio,c0071,2026-05-11T11:10:00,15,application/pdf,162740,1
d00326,p0071,reclamo_servicio,c0071,2026-05-11T11:11:00,16,image/jpeg,203977,1
d00327,p0071,reclamo_servicio,c0071,2026-05-11T11:12:00,17,image/png,245214,1
d00328,p0071,reclamo_servicio,c0071,2026-05-11T11:13:00,18,application/vnd.openxmlformats-officedocument.wordprocessingml.document,286451,1
d00329,p0071,reclamo_servicio,c0071,2026-05-11T11:14:00,19,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,327688,1
d00330,p0071,reclamo_servicio,c0071,2026-05-11T11:15:00,20,application/pdf,368925,1
d00331,p0071,reclamo_servicio,c0071,2026-05-11T11:16:00,20,image/jpeg,410162,1
d00332,p0072,reclamo_servicio,c0072,2026-05-12T12:04:00,1,image/jpeg,1382629,0
d00333,p0072,reclamo_servicio,c0072,2026-05-12T12:05:00,2,image/png,1423866,0
d00334,p0072,reclamo_servicio,c0072,2026-05-12T12:06:00,3,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1465103,0
d00335,p0072,reclamo_servicio,c0072,2026-05-12T12:07:00,4,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,1506340,0
d00336,p0072,reclamo_servicio,c0072,2026-05-12T12:08:00,5,application/pdf,97577,0
d00337,p0073,licencia_funcionamiento,c0073,2026-05-13T09:04:00,1,application/pdf,1399940,0
d00338,p0073,licencia_funcionamiento,c0073,2026-05-13T09:05:00,2,image/jpeg,1441177,0
d00339,p0073,licencia_funcionamiento,c0073,2026-05-13T09:06:00,3,image/png,1482414,0
d00340,p0074,licencia_funcionamiento,c0074,2026-05-14T10:04:00,1,image/png,1417251,0
d00341,p0074,licencia_funcionamiento,c0074,2026-05-14T10:05:00,2,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1458488,0
d00342,p0074,licencia_funcionamiento,c0074,2026-05-14T10:06:00,3,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,1499725,0
d00343,p0074,licencia_funcionamiento,c0074,2026-05-14T10:07:00,4,application/pdf,1540962,0
d00344,p0075,licencia_funcionamiento,c0075,2026-03-01T11:04:00,1,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,1434562,0
d00345,p0075,licencia_funcionamiento,c0075,2026-03-01T11:05:00,2,application/pdf,1475799,0
d00346,p0075,licencia_funcionamiento,c0075,2026-03-01T11:06:00,3,image/jpeg,1517036,0
d00347,p0075,licencia_funcionamiento,c0075,2026-03-01T11:07:00,4,image/png,108273,0
d00348,p0075,licencia_funcionamiento,c0075,2026-03-01T11:08:00,5,application/vnd.openxmlformats-officedocument.wordprocessingml.document,149510,0
d00349,p0076,licencia_funcionamiento,c0076,2026-03-02T12:04:00,1,image/jpeg,1451873,0
d00350,p0076,licencia_funcionamiento,c0076,2026-03-02T12:05:00,2,image/png,1493110,0
d00351,p0076,licencia_funcionamiento,c0076,2026-03-02T12:06:00,3,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1534347,0
d00352,p0076,licencia_funcionamiento,c0076,2026-03-02T12:07:00,4,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,125584,0
d00353,p0076,licencia_funcionamiento,c0076,2026-03-02T12:08:00,5,application/pdf,166821,0
d00354,p0076,licencia_funcionamiento,c0076,2026-03-02T12:09:00,6,image/jpeg,208058,0
d00355,p0077,licencia_funcionamiento,c0077,2026-03-03T13:04:00,1,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1469184,0
d00356,p0077,licencia_funcionamiento,c0077,2026-03-03T13:05:00,2,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,1510421,0
d00357,p0078,licencia_funcionamiento,c0078,2026-03-04T14:04:00,1,application/pdf,1486495,0
d00358,p0078,licencia_funcionamiento,c0078,2026-03-04T14:05:00,2,image/jpeg,1527732,0
d00359,p0078,licencia_funcionamiento,c0078,2026-03-04T14:06:00,3,image/png,118969,0
d00360,p0079,licencia_funcionamiento,c0079,2026-03-05T08:04:00,1,image/png,1503806,0
d00361,p0079,licencia_funcionamiento,c0079,2026-03-05T08:05:00,2,application/vnd.openxmlformats-officedocument.wordprocessingml.document,95043,0
d00362,p0079,licencia_funcionamiento,c0079,2026-03-05T08:06:00,3,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,136280,0
d00363,p0079,licencia_funcionamiento,c0079,2026-03-05T08:07:00,4,application/pdf,177517,0
d00364,p0080,licencia_funcionamiento,c0080,2026-03-06T09:04:00,1,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,1521117,0
d00365,p0080,licencia_funcionamiento,c0080,2026-03-06T09:05:00,2,application/pdf,112354,0
d00366,p0080,licencia_funcionamiento,c0080,2026-03-06T09:06:00,3,image/jpeg,153591,0
d00367,p0080,licencia_funcionamiento,c0080,2026-03-06T09:07:00,4,image/png,194828,0
d00368,p0080,licencia_funcionamiento,c0080,2026-03-06T09:08:00,5,application/vnd.openxmlformats-officedocument.wordprocessingml.document,236065,0
d00369,p0081,licencia_funcionamiento,c0081,2026-03-07T10:04:00,1,image/jpeg,1538428,0
d00370,p0081,licencia_funcionamiento,c0081,2026-03-07T10:05:00,2,image/png,129665,0
d00371,p0081,licencia_funcionamiento,c0081,2026-03-07T10:06:00,3,application/vnd.openxmlformats-officedocument.wordprocessingml.document,170902,0
d00372,p0081,licencia_funcionamiento,c0081,2026-03-07T10:07:00,4,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,212139,0
d00373,p0081,licencia_funcionamiento,c0081,2026-03-07T10:08:00,5,application/pdf,253376,0
d00374,p0081,licencia_funcionamiento,c0081,2026-03-07T10:09:00,6,image/jpeg,294613,0
d00375,p0082,licencia_funcionamiento,c0082,2026-03-08T11:04:00,1,application/vnd.openxmlformats-officedocument.wordprocessingml.document,105739,0
d00376,p0082,licencia_funcionamiento,c0082,2026-03-08T11:05:00,2,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,146976,0
d00377,p0083,licencia_funcionamiento,c0083,2026-03-09T12:04:00,1,application/pdf,123050,0
d00378,p0083,licencia_funcionamiento,c0083,2026-03-09T12:05:00,2,image/jpeg,164287,0
d00379,p0083,licencia_funcionamiento,c0083,2026-03-09T12:06:00,3,image/png,205524,0
d00380,p0084,licencia_funcionamiento,c0084,2026-03-10T13:04:00,1,image/png,140361,0
d00381,p0084,licencia_funcionamiento,c0084,2026-03-10T13:05:00,2,application/vnd.openxmlformats-officedocument.wordprocessingml.document,181598,0
d00382,p0084,licencia_funcionamiento,c0084,2026-03-10T13:06:00,3,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,222835,0
d00383,p0084,licencia_funcionamiento,c0084,2026-03-10T13:07:00,4,application/pdf,264072,0
d00384,p0085,licencia_funcionamiento,c0085,2026-03-11T14:04:00,1,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,157672,0
d00385,p0085,licencia_funcionamiento,c0085,2026-03-11T14:05:00,2,application/pdf,198909,0
d00386,p0085,licencia_funcionamiento,c0085,2026-03-11T14:06:00,3,image/jpeg,240146,0
d00387,p0085,licencia_funcionamiento,c0085,2026-03-11T14:07:00,4,image/png,281383,0
d00388,p0085,licencia_funcionamiento,c0085,2026-03-11T14:08:00,5,application/vnd.openxmlformats-officedocument.wordprocessingml.document,322620,0
d00389,p0086,licencia_funcionamiento,c0086,2026-03-12T08:04:00,1,image/jpeg,174983,0
d00390,p0086,licencia_funcionamiento,c0086,2026-03-12T08:05:00,2,image/png,216220,0
d00391,p0086,licencia_funcionamiento,c0086,2026-03-12T08:06:00,3,application/vnd.openxmlformats-officedocument.wordprocessingml.document,257457,0
d00392,p0086,licencia_funcionamiento,c0086,2026-03-12T08:07:00,4,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,298694,0
d00393,p0086,licencia_funcionamiento,c0086,2026-03-12T08:08:00,5,application/pdf,339931,0
d00394,p0086,licencia_funcionamiento,c0086,2026-03-12T08:09:00,6,image/jpeg,381168,0
d00395,p0087,licencia_funcionamiento,c0087,2026-03-13T09:04:00,1,application/vnd.openxmlformats-officedocument.wordprocessingml.document,192294,0
d00396,p0087,licencia_funcionamiento,c0087,2026-03-13T09:05:00,2,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,233531,0
d00397,p0088,licencia_funcionamiento,c0088,2026-03-14T10:04:00,1,application/pdf,209605,0
d00398,p0088,licencia_funcionamiento,c0088,2026-03-14T10:05:00,2,image/jpeg,250842,0
d00399,p0088,licencia_funcionamiento,c0088,2026-03-14T10:06:00,3,image/png,292079,0
d00400,p0089,licencia_funcionamiento,c0089,2026-03-15T11:04:00,9,image/png,226916,1
d00401,p0089,licencia_funcionamiento,c0089,2026-03-15T11:05:00,10,application/vnd.openxmlformats-officedocument.wordprocessingml.document,268153,1
d00402,p0089,licencia_funcionamiento,c0089,2026-03-15T11:06:00,11,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,309390,1
d00403,p0089,licencia_funcionamiento,c0089,2026-03-15T11:07:00,12,application/pdf,350627,1
d00404,p0089,licencia_funcionamiento,c0089,2026-03-15T11:08:00,13,image/jpeg,391864,1
d00405,p0089,licencia_funcionamiento,c0089,2026-03-15T11:09:00,14,image/png,433101,1
d00406,p0089,licencia_funcionamiento,c0089,2026-03-15T11:10:00,15,application/vnd.openxmlformats-officedocument.wordprocessingml.document,474338,1
d00407,p0089,licencia_funcionamiento,c0089,2026-03-15T11:11:00,16,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,515575,1
d00408,p0089,licencia_funcionamiento,c0089,2026-03-15T11:12:00,17,application/pdf,556812,1
d00409,p0089,licencia_funcionamiento,c0089,2026-03-15T11:13:00,18,image/jpeg,598049,1
d00410,p0089,licencia_funcionamiento,c0089,2026-03-15T11:14:00,19,image/png,639286,1
d00411,p0089,licencia_funcionamiento,c0089,2026-03-15T11:15:00,20,application/vnd.openxmlformats-officedocument.wordprocessingml.document,680523,1
d00412,p0089,licencia_funcionamiento,c0089,2026-03-15T11:16:00,20,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,721760,1
d00413,p0090,licencia_funcionamiento,c0090,2026-03-16T12:04:00,1,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,244227,0
d00414,p0090,licencia_funcionamiento,c0090,2026-03-16T12:05:00,2,application/pdf,285464,0
d00415,p0090,licencia_funcionamiento,c0090,2026-03-16T12:06:00,3,image/jpeg,326701,0
d00416,p0090,licencia_funcionamiento,c0090,2026-03-16T12:07:00,4,image/png,367938,0
d00417,p0090,licencia_funcionamiento,c0090,2026-03-16T12:08:00,5,application/vnd.openxmlformats-officedocument.wordprocessingml.document,409175,0
d00418,p0091,certificado_solvencia,c0091,2026-03-17T09:04:00,1,application/vnd.openxmlformats-officedocument.wordprocessingml.document,261538,0
d00419,p0091,certificado_solvencia,c0091,2026-03-17T09:05:00,2,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,302775,0
d00420,p0091,certificado_solvencia,c0091,2026-03-17T09:06:00,3,application/pdf,344012,0
d00421,p0092,certificado_solvencia,c0092,2026-03-18T10:04:00,1,application/pdf,278849,0
d00422,p0092,certificado_solvencia,c0092,2026-03-18T10:05:00,2,image/jpeg,320086,0
d00423,p0092,certificado_solvencia,c0092,2026-03-18T10:06:00,3,image/png,361323,0
d00424,p0092,certificado_solvencia,c0092,2026-03-18T10:07:00,4,application/vnd.openxmlformats-officedocument.wordprocessingml.document,402560,0
d00425,p0093,certificado_solvencia,c0093,2026-03-19T11:04:00,1,image/png,296160,0
d00426,p0093,certificado_solvencia,c0093,2026-03-19T11:05:00,2,application/vnd.openxmlformats-officedocument.wordprocessingml.document,337397,0
d00427,p0093,certificado_solvencia,c0093,2026-03-19T11:06:00,3,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,378634,0
d00428,p0093,certificado_solvencia,c0093,2026-03-19T11:07:00,4,application/pdf,419871,0
d00429,p0093,certificado_solvencia,c0093,2026-03-19T11:08:00,5,image/jpeg,461108,0
d00430,p0094,certificado_solvencia,c0094,2026-03-20T12:04:00,1,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,313471,0
d00431,p0094,certificado_solvencia,c0094,2026-03-20T12:05:00,2,application/pdf,354708,0
d00432,p0094,certificado_solvencia,c0094,2026-03-20T12:06:00,3,image/jpeg,395945,0
d00433,p0094,certificado_solvencia,c0094,2026-03-20T12:07:00,4,image/png,437182,0
d00434,p0094,certificado_solvencia,c0094,2026-03-20T12:08:00,5,application/vnd.openxmlformats-officedocument.wordprocessingml.document,478419,0
d00435,p0094,certificado_solvencia,c0094,2026-03-20T12:09:00,6,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,519656,0
d00436,p0095,certificado_solvencia,c0095,2026-03-21T13:04:00,1,image/jpeg,330782,0
d00437,p0095,certificado_solvencia,c0095,2026-03-21T13:05:00,2,image/png,372019,0
d00438,p0096,certificado_solvencia,c0096,2026-03-22T14:04:00,1,application/vnd.openxmlformats-officedocument.wordprocessingml.document,348093,0
d00439,p0096,certificado_solvencia,c0096,2026-03-22T14:05:00,2,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,389330,0
d00440,p0096,certificado_solvencia,c0096,2026-03-22T14:06:00,3,application/pdf,430567,0
d00441,p0097,certificado_solvencia,c0097,2026-03-23T08:04:00,1,application/pdf,365404,0
d00442,p0097,certificado_solvencia,c0097,2026-03-23T08:05:00,2,image/jpeg,406641,0
d00443,p0097,certificado_solvencia,c0097,2026-03-23T08:06:00,3,image/png,447878,0
d00444,p0097,certificado_solvencia,c0097,2026-03-23T08:07:00,4,application/vnd.openxmlformats-officedocument.wordprocessingml.document,489115,0
d00445,p0098,certificado_solvencia,c0098,2026-03-24T09:04:00,1,image/png,382715,0
d00446,p0098,certificado_solvencia,c0098,2026-03-24T09:05:00,2,application/vnd.openxmlformats-officedocument.wordprocessingml.document,423952,0
d00447,p0098,certificado_solvencia,c0098,2026-03-24T09:06:00,3,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,465189,0
d00448,p0098,certificado_solvencia,c0098,2026-03-24T09:07:00,4,application/pdf,506426,0
d00449,p0098,certificado_solvencia,c0098,2026-03-24T09:08:00,5,image/jpeg,547663,0
d00450,p0099,certificado_solvencia,c0099,2026-03-25T10:04:00,1,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,400026,0
d00451,p0099,certificado_solvencia,c0099,2026-03-25T10:05:00,2,application/pdf,441263,0
d00452,p0099,certificado_solvencia,c0099,2026-03-25T10:06:00,3,image/jpeg,482500,0
d00453,p0099,certificado_solvencia,c0099,2026-03-25T10:07:00,4,image/png,523737,0
d00454,p0099,certificado_solvencia,c0099,2026-03-25T10:08:00,5,application/vnd.openxmlformats-officedocument.wordprocessingml.document,564974,0
d00455,p0099,certificado_solvencia,c0099,2026-03-25T10:09:00,6,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,606211,0
d00456,p0100,certificado_solvencia,c0100,2026-03-26T11:04:00,1,image/jpeg,417337,0
d00457,p0100,certificado_solvencia,c0100,2026-03-26T11:05:00,2,image/png,458574,0
d00458,p0101,certificado_solvencia,c0101,2026-03-27T12:04:00,1,application/vnd.openxmlformats-officedocument.wordprocessingml.document,434648,0
d00459,p0101,certificado_solvencia,c0101,2026-03-27T12:05:00,2,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,475885,0
d00460,p0101,certificado_solvencia,c0101,2026-03-27T12:06:00,3,application/pdf,517122,0
d00461,p0102,certificado_solvencia,c0102,2026-03-28T13:04:00,1,application/pdf,451959,0
d00462,p0102,certificado_solvencia,c0102,2026-03-28T13:05:00,2,image/jpeg,493196,0
d00463,p0102,certificado_solvencia,c0102,2026-03-28T13:06:00,3,image/png,534433,0
d00464,p0102,certificado_solvencia,c0102,2026-03-28T13:07:00,4,application/vnd.openxmlformats-officedocument.wordprocessingml.document,575670,0
d00465,p0103,certificado_solvencia,c0103,2026-03-29T14:04:00,1,image/png,469270,0
d00466,p0103,certificado_solvencia,c0103,2026-03-29T14:05:00,2,application/vnd.openxmlformats-officedocument.wordprocessingml.document,510507,0
d00467,p0103,certificado_solvencia,c0103,2026-03-29T14:06:00,3,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,551744,0
d00468,p0103,certificado_solvencia,c0103,2026-03-29T14:07:00,4,application/pdf,592981,0
d00469,p0103,certificado_solvencia,c0103,2026-03-29T14:08:00,5,image/jpeg,634218,0
d00470,p0104,certificado_solvencia,c0104,2026-03-30T08:04:00,1,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,486581,0
d00471,p0104,certificado_solvencia,c0104,2026-03-30T08:05:00,2,application/pdf,527818,0
d00472,p0104,certificado_solvencia,c0104,2026-03-30T08:06:00,3,image/jpeg,569055,0
d00473,p0104,certificado_solvencia,c0104,2026-03-30T08:07:00,4,image/png,610292,0
d00474,p0104,certificado_solvencia,c0104,2026-03-30T08:08:00,5,application/vnd.openxmlformats-officedocument.wordprocessingml.document,651529,0
d00475,p0104,certificado_solvencia,c0104,2026-03-30T08:09:00,6,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,692766,0
d00476,p0105,certificado_solvencia,c0105,2026-03-31T09:04:00,1,image/jpeg,503892,0
d00477,p0105,certificado_solvencia,c0105,2026-03-31T09:05:00,2,image/png,545129,0
d00478,p0106,certificado_solvencia,c0106,2026-04-01T10:04:00,1,application/vnd.openxmlformats-officedocument.wordprocessingml.document,521203,0
d00479,p0106,certificado_solvencia,c0106,2026-04-01T10:05:00,2,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,562440,0
d00480,p0106,certificado_solvencia,c0106,2026-04-01T10:06:00,3,application/pdf,603677,0
d00481,p0107,certificado_solvencia,c0107,2026-04-02T11:04:00,9,application/pdf,538514,1
d00482,p0107,certificado_solvencia,c0107,2026-04-02T11:05:00,10,image/jpeg,579751,1
d00483,p0107,certificado_solvencia,c0107,2026-04-02T11:06:00,11,image/png,620988,1
d00484,p0107,certificado_solvencia,c0107,2026-04-02T11:07:00,12,application/vnd.openxmlformats-officedocument.wordprocessingml.document,662225,1
d00485,p0107,certificado_solvencia,c0107,2026-04-02T11:08:00,13,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,703462,1
d00486,p0107,certificado_solvencia,c0107,2026-04-02T11:09:00,14,application/pdf,744699,1
d00487,p0107,certificado_solvencia,c0107,2026-04-02T11:10:00,15,image/jpeg,785936,1
